Date, Time, Open, High, Low, Last, Volume, OpenInterest
2018/1/22, 00:00:00, 54.76, 54.76, 54.76, 54.76, 959334, 2563088
2018/1/23, 00:00:00, 54.98, 54.98, 54.98, 54.98, 1100502, 2587735
2018/1/24, 00:00:00, 54.44, 54.44, 54.44, 54.44, 1798089, 2655181
2018/1/25, 00:00:00, 54.62, 54.62, 54.62, 54.62, 1596241, 2632514
2018/1/26, 00:00:00, 54.51, 54.51, 54.51, 54.51, 1333316, 2648090
2018/1/29, 00:00:00, 54.14, 54.14, 54.14, 54.14, 1206995, 2644526
2018/1/30, 00:00:00, 53.52, 53.52, 53.52, 53.52, 1286493, 2643683
2018/1/31, 00:00:00, 53.33, 53.33, 53.33, 53.33, 1158182, 2648774
2018/2/1, 00:00:00, 53.32, 53.32, 53.32, 53.32, 1402838, 2680530
2018/2/2, 00:00:00, 52.36, 52.36, 52.36, 52.36, 1954071, 2637021
2018/2/5, 00:00:00, 52.02, 52.02, 52.02, 52.02, 1980123, 2587299
2018/2/6, 00:00:00, 51.77, 51.77, 51.77, 51.77, 1495610, 2589270
2018/2/7, 00:00:00, 51.14, 51.14, 51.14, 51.14, 2015703, 2550513
2018/2/8, 00:00:00, 51.17, 51.17, 51.17, 51.17, 1866093, 2543617
2018/2/9, 00:00:00, 50.63, 50.63, 50.63, 50.63, 1764311, 2524015
2018/2/12, 00:00:00, 50.86, 50.86, 50.86, 50.86, 1455165, 2518019
2018/2/13, 00:00:00, 51.55, 51.55, 51.55, 51.55, 1253615, 2530604
2018/2/14, 00:00:00, 51.52, 51.52, 51.52, 51.52, 1612908, 2520377
2018/2/15, 00:00:00, 51.48, 51.48, 51.48, 51.48, 1515184, 2477064
2018/2/16, 00:00:00, 51.77, 51.77, 51.77, 51.77, 1147661, 2421110
2018/2/20, 00:00:00, 52.37, 52.37, 52.37, 52.37, 1339441, 2430562
2018/2/21, 00:00:00, 52.41, 52.41, 52.41, 52.41, 813882, 2425517
2018/2/22, 00:00:00, 52.55, 52.55, 52.55, 52.55, 1096895, 2430049
2018/2/23, 00:00:00, 53.34, 53.34, 53.34, 53.34, 900749, 2434008
2018/2/26, 00:00:00, 53.95, 53.95, 53.95, 53.95, 810920, 2453610
2018/2/27, 00:00:00, 53.55, 53.55, 53.55, 53.55, 957971, 2460214
2018/2/28, 00:00:00, 52.01, 52.01, 52.01, 52.01, 1349655, 2462234
2018/3/1, 00:00:00, 51.70, 51.70, 51.70, 51.70, 1395837, 2468735
2018/3/2, 00:00:00, 51.73, 51.73, 51.73, 51.73, 1040814, 2457804
2018/3/5, 00:00:00, 52.42, 52.42, 52.42, 52.42, 977010, 2469014
2018/3/6, 00:00:00, 52.49, 52.49, 52.49, 52.49, 1120554, 2451492
2018/3/7, 00:00:00, 51.89, 51.89, 51.89, 51.89, 1558043, 2461343
2018/3/8, 00:00:00, 51.90, 51.90, 51.90, 51.90, 1615637, 2446518
2018/3/9, 00:00:00, 52.87, 52.87, 52.87, 52.87, 1420169, 2432754
2018/3/12, 00:00:00, 52.77, 52.77, 52.77, 52.77, 1024381, 2428425
2018/3/13, 00:00:00, 52.66, 52.66, 52.66, 52.66, 1480803, 2403162
2018/3/14, 00:00:00, 52.80, 52.80, 52.80, 52.80, 1250355, 2401740
2018/3/15, 00:00:00, 52.59, 52.59, 52.59, 52.59, 983322, 2381898
2018/3/16, 00:00:00, 52.57, 52.57, 52.57, 52.57, 934479, 2401800
2018/3/19, 00:00:00, 52.16, 52.16, 52.16, 52.16, 911452, 2376271
2018/3/20, 00:00:00, 52.32, 52.32, 52.32, 52.32, 1126655, 2386095
2018/3/21, 00:00:00, 53.03, 53.03, 53.03, 53.03, 1394054, 2436499
2018/3/22, 00:00:00, 52.58, 52.58, 52.58, 52.58, 1281737, 2436690
2018/3/23, 00:00:00, 52.99, 52.99, 52.99, 52.99, 1271363, 2469551
2018/3/26, 00:00:00, 52.80, 52.80, 52.80, 52.80, 927759, 2483359
2018/3/27, 00:00:00, 52.80, 52.80, 52.80, 52.80, 1132857, 2513575
2018/3/28, 00:00:00, 52.78, 52.78, 52.78, 52.78, 1156249, 2509804
2018/3/29, 00:00:00, 52.56, 52.56, 52.56, 52.56, 961850, 2521210
2018/4/2, 00:00:00, 51.62, 51.62, 51.62, 51.62, 940753, 2532289
2018/4/3, 00:00:00, 52.00, 52.00, 52.00, 52.00, 880962, 2547337
2018/4/4, 00:00:00, 51.96, 51.96, 51.96, 51.96, 1319181, 2542709
2018/4/5, 00:00:00, 52.17, 52.17, 52.17, 52.17, 1077685, 2522714
2018/4/6, 00:00:00, 51.47, 51.47, 51.47, 51.47, 1466267, 2499221
2018/4/9, 00:00:00, 51.62, 51.62, 51.62, 51.62, 1279932, 2469396
2018/4/10, 00:00:00, 51.91, 51.91, 51.91, 51.91, 1788317, 2480033
2018/4/11, 00:00:00, 52.21, 52.21, 52.21, 52.21, 2093741, 2534391
2018/4/12, 00:00:00, 51.88, 51.88, 51.88, 51.88, 1370398, 2565785
2018/4/13, 00:00:00, 51.81, 51.81, 51.81, 51.81, 1378834, 2609563
2018/4/16, 00:00:00, 51.78, 51.78, 51.78, 51.78, 1266169, 2605000
2018/4/17, 00:00:00, 51.73, 51.73, 51.73, 51.73, 1314171, 2596578
2018/4/18, 00:00:00, 51.64, 51.64, 51.64, 51.64, 1478871, 2616362
2018/4/19, 00:00:00, 51.82, 51.82, 51.82, 51.82, 1519806, 2598362
2018/4/20, 00:00:00, 51.76, 51.76, 51.76, 51.76, 1116135, 2562051
2018/4/23, 00:00:00, 52.09, 52.09, 52.09, 52.09, 1384486, 2564936
2018/4/24, 00:00:00, 51.65, 51.65, 51.65, 51.65, 1478857, 2574820
2018/4/25, 00:00:00, 51.54, 51.54, 51.54, 51.54, 1274381, 2597874
2018/4/26, 00:00:00, 51.57, 51.57, 51.57, 51.57, 1197794, 2630989
2018/4/27, 00:00:00, 51.23, 51.23, 51.23, 51.23, 927582, 2638303
2018/4/30, 00:00:00, 51.39, 51.39, 51.39, 51.39, 1388909, 2635063
2018/5/1, 00:00:00, 51.10, 51.10, 51.10, 51.10, 1194404, 2621768
2018/5/2, 00:00:00, 51.05, 51.05, 51.05, 51.05, 1433058, 2643779
2018/5/3, 00:00:00, 51.50, 51.50, 51.50, 51.50, 1268094, 2679593
2018/5/4, 00:00:00, 52.17, 52.17, 52.17, 52.17, 1202307, 2695178
2018/5/7, 00:00:00, 52.50, 52.50, 52.50, 52.50, 1386945, 2686536
2018/5/8, 00:00:00, 52.04, 52.04, 52.04, 52.04, 2115382, 2658229
2018/5/9, 00:00:00, 52.85, 52.85, 52.85, 52.85, 1663486, 2676256
2018/5/10, 00:00:00, 53.20, 53.20, 53.20, 53.20, 1345300, 2694428
2018/5/11, 00:00:00, 53.39, 53.39, 53.39, 53.39, 1255825, 2706686
2018/5/14, 00:00:00, 53.72, 53.72, 53.72, 53.72, 1215405, 2680287
2018/5/15, 00:00:00, 54.15, 54.15, 54.15, 54.15, 1805032, 2706454
2018/5/16, 00:00:00, 54.03, 54.03, 54.03, 54.03, 1327746, 2713986
2018/5/17, 00:00:00, 54.65, 54.65, 54.65, 54.65, 1531313, 2659819
2018/5/18, 00:00:00, 54.62, 54.62, 54.62, 54.62, 1089706, 2658315
2018/5/21, 00:00:00, 55.00, 55.00, 55.00, 55.00, 1099397, 2641241
2018/5/22, 00:00:00, 54.73, 54.73, 54.73, 54.73, 1292386, 2638408
2018/5/23, 00:00:00, 53.87, 53.87, 53.87, 53.87, 1252046, 2641141
2018/5/24, 00:00:00, 53.69, 53.69, 53.69, 53.69, 1069556, 2655091
2018/5/25, 00:00:00, 52.73, 52.73, 52.73, 52.73, 1709587, 2632315
2018/5/29, 00:00:00, 52.75, 52.75, 52.75, 52.75, 1694846, 2620926
2018/5/30, 00:00:00, 53.05, 53.05, 53.05, 53.05, 1261490, 2638610
2018/5/31, 00:00:00, 53.13, 53.13, 53.13, 53.13, 1705457, 2625957
2018/6/1, 00:00:00, 54.33, 54.33, 54.33, 54.33, 1656602, 2587923
2018/6/4, 00:00:00, 53.87, 53.87, 53.87, 53.87, 1349394, 2539191
