Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2026/2/18, 19:00:00, 5195.0, 5195.0, 5195.0, 5195.0, 1, 1, 0, 1
2026/2/18, 23:00:00, 5189.9, 5189.9, 5189.9, 5189.9, 1, 1, 1, 0
2026/2/19, 12:00:00, 5200.3, 5200.3, 5200.3, 5200.3, 1, 1, 0, 1
2026/2/19, 18:00:00, 5206.8, 5206.8, 5206.8, 5206.8, 1, 1, 1, 0
2026/2/20, 17:00:00, 5300.0, 5300.0, 5300.0, 5300.0, 1, 1, 0, 1
2026/2/20, 18:00:00, 5294.8, 5294.8, 5294.8, 5294.8, 1, 1, 0, 1
2026/2/20, 19:00:00, 5305.0, 5305.0, 5305.0, 5305.0, 1, 1, 0, 1
2026/2/24, 02:00:00, 5419.5, 5422.1, 5419.5, 5422.1, 9, 9, 0, 9
2026/2/25, 05:00:00, 5426.3, 5427.0, 5426.3, 5427.0, 3, 3, 0, 3
2026/3/3, 15:00:00, 5274.9, 5274.9, 5274.9, 5274.9, 1, 1, 1, 0
2026/3/4, 15:00:00, 5371.5, 5371.5, 5371.3, 5371.3, 2, 2, 2, 0
2026/3/6, 15:00:00, 5373.1, 5380.0, 5363.0, 5368.4, 5, 5, 3, 2
2026/3/6, 16:00:00, 5365.0, 5372.0, 5365.0, 5372.0, 2, 2, 1, 1
2026/3/8, 22:00:00, 5362.0, 5362.0, 5362.0, 5362.0, 1, 1, 1, 0
2026/3/10, 07:00:00, 5405.0, 5405.0, 5405.0, 5405.0, 1, 1, 0, 1
2026/3/11, 13:00:00, 5379.9, 5379.9, 5379.9, 5379.9, 1, 1, 1, 0
2026/3/13, 13:00:00, 5341.2, 5341.2, 5341.2, 5341.2, 1, 1, 1, 0
2026/3/16, 01:00:00, 5215.0, 5215.0, 5215.0, 5215.0, 1, 1, 1, 0
2026/3/16, 13:00:00, 5250.0, 5250.0, 5250.0, 5250.0, 1, 1, 0, 1
2026/3/16, 14:00:00, 5239.9, 5239.9, 5239.9, 5239.9, 1, 1, 1, 0
2026/3/16, 15:00:00, 5225.3, 5226.5, 5213.9, 5216.1, 13, 12, 0, 13
2026/3/17, 02:00:00, 5250.0, 5250.0, 5250.0, 5250.0, 1, 1, 0, 1
2026/3/17, 04:00:00, 5250.1, 5250.1, 5250.1, 5250.1, 1, 1, 0, 1
2026/3/17, 08:00:00, 5247.5, 5247.5, 5244.5, 5245.4, 3, 3, 1, 2
2026/3/17, 10:00:00, 5219.9, 5219.9, 5219.9, 5219.9, 1, 1, 1, 0
2026/3/17, 17:00:00, 5227.7, 5227.7, 5227.7, 5227.7, 1, 1, 1, 0
2026/3/18, 12:00:00, 5136.9, 5136.9, 5123.2, 5124.0, 3, 3, 3, 0
2026/3/18, 16:00:00, 5098.0, 5098.0, 5098.0, 5098.0, 1, 1, 0, 1
2026/3/18, 17:00:00, 5103.1, 5103.1, 5103.1, 5103.1, 1, 1, 1, 0
2026/3/18, 23:00:00, 5053.1, 5053.1, 5053.1, 5053.1, 1, 1, 0, 1
2026/3/19, 00:00:00, 5054.3, 5054.3, 5054.3, 5054.3, 1, 1, 1, 0
2026/3/19, 01:00:00, 5050.7, 5050.7, 5050.7, 5050.7, 1, 1, 1, 0
